web-scraper-order,web-scraper-start-url,Name,Duration,Date,Review,Rating,Likes,pages ,pages -href
1686669500-266,https://www.drugs.com/comments/atorvastatin/?search=&sort_reviews=top#reviews,Marti...,23-Dec-15,,"Lipitor (atorvastatin) for High Cholesterol 							""I took  40mgs. Lipitor daily for 2 weeks & experienced complete muscle paralysis in my legs & arms.  Had to stop taking Lipitor.  Next Dr  prescribed Crestor. Crestor worked alright for 1 month. Then again I had paralysis in my arms & legs. The paralysis disappeared in several days after stopping the  cholesterol lowering meds. Dr. Then prescribed Niaspan (prescription strength  Niacin) that also produced the paralysis in my thighs and arms , within 2 weeks . Paralysis disappeared in 2 to 3 days after stopping each med. Dr. Decided I need to take 500 mgs. Niacin with food 4 times per day  & that has helped me greatly,  w/o any paralysis. I also decreased  foods that are high in cholesterol & exercise  more often.  I  am 72 yrs of age.""",,129,2,https://www.drugs.com/comments/atorvastatin/?search=&sort_reviews=top&page=2
1686669500-267,https://www.drugs.com/comments/atorvastatin/?search=&sort_reviews=top#reviews,Reruho,Taken for 1 to 6 months,5-Aug-15,"Lipitor (atorvastatin) for High Cholesterol 							""At 40 mg, lipitor was too effective for me. My Total Cholesterol dropped from the 230's down to 138 in 4 weeks. The doctor covering for my regular doctor was thrilled. ",,,,
"Then the other nasty effect of the Lipitor kicked in, the anger. It made me want yell and scream how much of an idiot he was when he disagreed that my cholesterol was too low. How dare that man question me about my mood? It is a very aggressive anger that makes you want to snap.",,,,,,,,,
"I suggested reducing the dose by half and retesting. 4 weeks later my TC was 158 and my LDL was still less 100, my regular doctor was happy with that. The best part was anger was gone and I felt better. My regular doctor never heard about this anger side effect.""""""",10-Oct,134,2,https://www.drugs.com/comments/atorvastatin/?search=&sort_reviews=top&page=2,,,,,
1686669500-268,https://www.drugs.com/comments/atorvastatin/?search=&sort_reviews=top#reviews,Be aw...,Taken for 2 to 5 years,6-Feb-18,"Lipitor (atorvastatin) for High Cholesterol 							""My cholesterol level was 322 and my doctor prescribed Lipitor. I started to feel very weak. I was in pain constantly and I felt very tired and sore. I could not even do my daily chores.",,,,
"I thought I had some kind of flu. I continued to take Lipitor for about a year, and the symptoms just got worse. After the second year of taking Lipitor and my constant pain, soreness, and tiredness, and I lost my appetite. The doctor ordered a liver enzyme test. Lipitor was damaging my liver and I also was experiencing trouble with my kidneys. Though I didn't realized it then, Lipitor was the culprit of my aches and weakness, and was not effective in lowering my cholesterol much (only to 308 after taking Lipitor for more than two years.) ",,,,,,,,,
I am not taking Lipitor anymore and I don't feel tired and exhausted. My doctor continues to ordered a liver enzyme test every year. It has never come back normal anymore.,,,,,,,,,
"Please be careful!""""""",10-Jan,100,2,https://www.drugs.com/comments/atorvastatin/?search=&sort_reviews=top&page=2,,,,,
1686669500-269,https://www.drugs.com/comments/atorvastatin/?search=&sort_reviews=top#reviews,Eric,17-Mar-17,,"Lipitor (atorvastatin) for High Cholesterol 							""When I was originally put on this statin it was on a low dose of 10 mg a day to reduce cholesterol. I had or recall very few side effects. I combined the drug with exercise and diet. My cholesterol was lowered and remained low.  Doctors have kept me on the drug and now at the age of 71 I now experience headaches a bloated rumbling and very uncomfortable digestive system, hives, muscle aches and  other adverse effects that now interfere with my diet and exercise. Doctors seem to be reluctant to lower doses but these adverse effects now materially are affecting my quality of life.""",10-Jan,109,2,https://www.drugs.com/comments/atorvastatin/?search=&sort_reviews=top&page=2
1686669500-270,https://www.drugs.com/comments/atorvastatin/?search=&sort_reviews=top#reviews,Katnic,27-Jul-15,,"Lipitor (atorvastatin) for High Cholesterol 							""On Lipitor I developed Polyneuropathy in my left foot. Burning and electrical charge sensations. Stopped Lipitor and problem went. Took several weeks before it left my body.Everyone on Statins should be taking Co Enzyme Q10 or Ubiquinol to help prevent muscle pains. I prefer quality of life to one of pain. I am an active healthy 83 yr old with high cholesterol. """,10-Jan,129,2,https://www.drugs.com/comments/atorvastatin/?search=&sort_reviews=top&page=2
1686669500-271,https://www.drugs.com/comments/atorvastatin/?search=&sort_reviews=top#reviews,Sal,Taken for 6 months to 1 year,22-Aug-18,"For High Cholesterol 							""This drug caused Shortness of breath,. Sleep Apnea and Cramps.",,,,
"I could not walk 50 feet without resting from the shortness of breath.  Taking Co Q 10 helped with the cramps. I tried different statins and they all did the same thing to me. For 6 months doctors  tried to find a cure. I stopped taking the statins and and the  sleep apnea and shortness of breath went away in 5 days. Doctor had a hard time believing it was the statin. I hope this helps someone. """"""",10-Jan,88,2,https://www.drugs.com/comments/atorvastatin/?search=&sort_reviews=top&page=2,,,,,
1686669500-272,https://www.drugs.com/comments/atorvastatin/?search=&sort_reviews=top#reviews,MsAnn...,Taken for 1 to 6 months,10-Jan-18,"Lipitor (atorvastatin) for High Cholesterol 							""I had tried about 3 statins and could not take  them due to the aches and energy loss. I them was given lipitor. I took it for 3 months with no problem, then I start having memory loss. I stopped the drug and that had now been about 2 years. The loss is better but still comes and goes.",,,,
,,,,,,,,,
"Being a pharmacist I am keenly aware of side effects and that is major!!""""""",,96,2,https://www.drugs.com/comments/atorvastatin/?search=&sort_reviews=top&page=2,,,,,
1686669500-273,https://www.drugs.com/comments/atorvastatin/?search=&sort_reviews=top#reviews,sfzhm,Taken for 6 months to 1 year,1-Mar-15,"Lipitor (atorvastatin) for High Cholesterol 							""I'm 58 always kept in shape and ate well but LDL was still elevated. I'm not sure if it's coincidental but I have more energy, better in bed and have not had an a-fibrilation episode since I've been on 10mg daily.  I know it sounds like a commercial but that has been my experience. My main or larger arteries are clear of plaque but I may have had blocking of the smaller ones and the Lipitor may have helped clear them. Or I'm just lucky.""",10-Oct,130,2,https://www.drugs.com/comments/atorvastatin/?search=&sort_reviews=top&page=2
1686669500-274,https://www.drugs.com/comments/atorvastatin/?search=&sort_reviews=top#reviews,addo,Taken for 1 to 2 years,17-Aug-14,"For High Cholesterol 							""Never had such side effects as I did when taking atorvastatin. Quality of life went out the window unable to dress myself below the waste because of very bad muscle pain and weakness in the legs unable to walk more than 100 yards.  Unable to bend down. Have now stopped taking it and quality of life is now back to normal after one week.""",10-Mar,132,2,https://www.drugs.com/comments/atorvastatin/?search=&sort_reviews=top&page=2
1686669500-275,https://www.drugs.com/comments/atorvastatin/?search=&sort_reviews=top#reviews,here,Taken for 6 months to 1 year,11-Mar-22,"Lipitor (atorvastatin) for Prevention of Cardiovascular Disease 							""My experience with this drug was not very good. I was prescribed 10 mg 1 tablet to be taken per day. I was healthy with normal blood pressure and walked and exercised probably 4 miles per day and was generally fit and healthy. I was unable to take the tablet every day and ended up having to skip days because of the side effects. On day 3 it gave me a dizzy feeling and a sense of anger like wanting to snap at someone for no reason. Day 4 was a spacey feeling like floating and generally feeling like no desire to want to do anything. Went out for a walk got the most terrible muscle cramps in the calves which came and went. Also a panic anxiety feeling that lasted about a minute which felt like I was going to die and a general feeling of not being well. Then the doctor said take it every other day and this was causing me insomnia where I would sleep for a hour then be awake for 4 hours trying to sleep . Also very low sex drive and a feeling like I was being poisoned. Eventually came off it""",10-Jan,29,2,https://www.drugs.com/comments/atorvastatin/?search=&sort_reviews=top&page=2
1686669500-276,https://www.drugs.com/comments/atorvastatin/?search=&sort_reviews=top#reviews,dorathy,Taken for 6 months to 1 year,19-Jul-16,"For High Cholesterol 							""Started this drug a few months back and started having health problems; did not associate with the meds. The list is long on the adverse effects. dizzy, loss of balance, pain in head, ringing in ears, pressure in ears (went to ear noise and throat, said it was not in my ears.  I have heaviness and weakness in my legs, hard to walk far. Sleep problems, walking and talking while asleep, seizures Lasting a few seconds. this week other joints started hurting as well.  Hey the good news is, My cholesterol went way down. I quit taking this med yesterday. Lowering my cholesterol is not worth all the side affects.   I am glad it works for some, but have researched this drug and so many have had a bad reaction.""",10-Jan,103,2,https://www.drugs.com/comments/atorvastatin/?search=&sort_reviews=top&page=2
1686669500-277,https://www.drugs.com/comments/atorvastatin/?search=&sort_reviews=top#reviews,Cindy,15-Mar-17,,"Lipitor (atorvastatin) for High Cholesterol 							""I had extremely high hopes for this cholesterol buster and had the best attitude and hopes for this medication but definitely did not work out.  My cholesterol level was 225 and my left carotid artery via a Doppler was 50-70 percent narrowed.  Changed my diet immediately, started exercising, put plans in play to stop smoking and in thinking with Lipitor I'd give myself the best possible chance to reverse the plaque.  Doctor prescribed 10mg, was only able to tolerate it a week.  The first 4 days, no side effects, excited as heck, the 5th day off and on I started experiencing a twighlight zone brain fog that would last 10-15 minutes.  Felt like a couldn't clinch a thought, felt foggy, happened 2x the 5th day, 4x the 6th day, no more......""",10-Feb,95,2,https://www.drugs.com/comments/atorvastatin/?search=&sort_reviews=top&page=2
